05_L1_t_PAC1;05_L1_I_PAC1;05_L1_t_K3;05_L1_I_K3;05_L1_t_PAC2;05_L1_I_PAC2;05_L1_t_Rogowsikeinspeisung;05_L1_I_Rogowsikeinspeisung;05_L1_t_Rogowsikprüfling;05_L1_I_Rogowsikprüfling;05_L2_t_PAC1;05_L2_I_PAC1;05_L2_t_K3;05_L2_I_K3;05_L2_t_PAC2;05_L2_I_PAC2;05_L2_t_Rogowsikeinspeisung;05_L2_I_Rogowsikeinspeisung;05_L2_t_Rogowsikprüfling;05_L2_I_Rogowsikprüfling;05_L3_t_PAC1;05_L3_I_PAC1;05_L3_t_K3;05_L3_I_K3;05_L3_t_PAC2;05_L3_I_PAC2;05_L3_t_Rogowsikeinspeisung;05_L3_I_Rogowsikeinspeisung;05_L3_t_Rogowsikprüfling;05_L3_I_Rogowsikprüfling;20_L1_t_PAC1;20_L1_I_PAC1;20_L1_t_K3;20_L1_I_K3;20_L1_t_PAC2;20_L1_I_PAC2;20_L1_t_Rogowsikeinspeisung;20_L1_I_Rogowsikeinspeisung;20_L1_t_Rogowsikprüfling;20_L1_I_Rogowsikprüfling;20_L2_t_PAC1;20_L2_I_PAC1;20_L2_t_K3;20_L2_I_K3;20_L2_t_PAC2;20_L2_I_PAC2;20_L2_t_Rogowsikeinspeisung;20_L2_I_Rogowsikeinspeisung;20_L2_t_Rogowsikprüfling;20_L2_I_Rogowsikprüfling;20_L3_t_PAC1;20_L3_I_PAC1;20_L3_t_K3;20_L3_I_K3;20_L3_t_PAC2;20_L3_I_PAC2;20_L3_t_Rogowsikeinspeisung;20_L3_I_Rogowsikeinspeisung;20_L3_t_Rogowsikprüfling;20_L3_I_Rogowsikprüfling;50_L1_t_PAC1;50_L1_I_PAC1;50_L1_t_K3;50_L1_I_K3;50_L1_t_PAC2;50_L1_I_PAC2;50_L1_t_Rogowsikeinspeisung;50_L1_I_Rogowsikeinspeisung;50_L1_t_Rogowsikprüfling;50_L1_I_Rogowsikprüfling;50_L2_t_PAC1;50_L2_I_PAC1;50_L2_t_K3;50_L2_I_K3;50_L2_t_PAC2;50_L2_I_PAC2;50_L2_t_Rogowsikeinspeisung;50_L2_I_Rogowsikeinspeisung;50_L2_t_Rogowsikprüfling;50_L2_I_Rogowsikprüfling;50_L3_t_PAC1;50_L3_I_PAC1;50_L3_t_K3;50_L3_I_K3;50_L3_t_PAC2;50_L3_I_PAC2;50_L3_t_Rogowsikeinspeisung;50_L3_I_Rogowsikeinspeisung;50_L3_t_Rogowsikprüfling;50_L3_I_Rogowsikprüfling;80_L1_t_PAC1;80_L1_I_PAC1;80_L1_t_K3;80_L1_I_K3;80_L1_t_PAC2;80_L1_I_PAC2;80_L1_t_Rogowsikeinspeisung;80_L1_I_Rogowsikeinspeisung;80_L1_t_Rogowsikprüfling;80_L1_I_Rogowsikprüfling;80_L2_t_PAC1;80_L2_I_PAC1;80_L2_t_K3;80_L2_I_K3;80_L2_t_PAC2;80_L2_I_PAC2;80_L2_t_Rogowsikeinspeisung;80_L2_I_Rogowsikeinspeisung;80_L2_t_Rogowsikprüfling;80_L2_I_Rogowsikprüfling;80_L3_t_PAC1;80_L3_I_PAC1;80_L3_t_K3;80_L3_I_K3;80_L3_t_PAC2;80_L3_I_PAC2;80_L3_t_Rogowsikeinspeisung;80_L3_I_Rogowsikeinspeisung;80_L3_t_Rogowsikprüfling;80_L3_I_Rogowsikprüfling;90_L1_t_PAC1;90_L1_I_PAC1;90_L1_t_K3;90_L1_I_K3;90_L1_t_PAC2;90_L1_I_PAC2;90_L1_t_Rogowsikeinspeisung;90_L1_I_Rogowsikeinspeisung;90_L1_t_Rogowsikprüfling;90_L1_I_Rogowsikprüfling;90_L2_t_PAC1;90_L2_I_PAC1;90_L2_t_K3;90_L2_I_K3;90_L2_t_PAC2;90_L2_I_PAC2;90_L2_t_Rogowsikeinspeisung;90_L2_I_Rogowsikeinspeisung;90_L2_t_Rogowsikprüfling;90_L2_I_Rogowsikprüfling;90_L3_t_PAC1;90_L3_I_PAC1;90_L3_t_K3;90_L3_I_K3;90_L3_t_PAC2;90_L3_I_PAC2;90_L3_t_Rogowsikeinspeisung;90_L3_I_Rogowsikeinspeisung;90_L3_t_Rogowsikprüfling;90_L3_I_Rogowsikprüfling;100_L1_t_PAC1;100_L1_I_PAC1;100_L1_t_K3;100_L1_I_K3;100_L1_t_PAC2;100_L1_I_PAC2;100_L1_t_Rogowsikeinspeisung;100_L1_I_Rogowsikeinspeisung;100_L1_t_Rogowsikprüfling;100_L1_I_Rogowsikprüfling;100_L2_t_PAC1;100_L2_I_PAC1;100_L2_t_K3;100_L2_I_K3;100_L2_t_PAC2;100_L2_I_PAC2;100_L2_t_Rogowsikeinspeisung;100_L2_I_Rogowsikeinspeisung;100_L2_t_Rogowsikprüfling;100_L2_I_Rogowsikprüfling;100_L3_t_PAC1;100_L3_I_PAC1;100_L3_t_K3;100_L3_I_K3;100_L3_t_PAC2;100_L3_I_PAC2;100_L3_t_Rogowsikeinspeisung;100_L3_I_Rogowsikeinspeisung;100_L3_t_Rogowsikprüfling;100_L3_I_Rogowsikprüfling;120_L1_t_PAC1;120_L1_I_PAC1;120_L1_t_K3;120_L1_I_K3;120_L1_t_PAC2;120_L1_I_PAC2;120_L1_t_Rogowsikeinspeisung;120_L1_I_Rogowsikeinspeisung;120_L1_t_Rogowsikprüfling;120_L1_I_Rogowsikprüfling;120_L2_t_PAC1;120_L2_I_PAC1;120_L2_t_K3;120_L2_I_K3;120_L2_t_PAC2;120_L2_I_PAC2;120_L2_t_Rogowsikeinspeisung;120_L2_I_Rogowsikeinspeisung;120_L2_t_Rogowsikprüfling;120_L2_I_Rogowsikprüfling;120_L3_t_PAC1;120_L3_I_PAC1;120_L3_t_K3;120_L3_I_K3;120_L3_t_PAC2;120_L3_I_PAC2;120_L3_t_Rogowsikeinspeisung;120_L3_I_Rogowsikeinspeisung;120_L3_t_Rogowsikprüfling;120_L3_I_Rogowsikprüfling
239;196.494613647461;239;201.388885498047;239;198.242935180664;239;195.3125;239;0.0;239;213.013595581055;239;206.597213745117;239;213.615951538086;239;215.567123413086;239;0.0;239;204.919799804688;239;190.104156494141;239;205.333709716797;239;195.3125;239;0.0;239;802.6064453125;239;799.479187011719;239;801.403076171875;239;795.717590332031;239;0.0;239;777.80078125;239;764.756958007813;239;781.61376953125;239;788.483764648438;239;0.0;239;776.237365722656;239;750.868041992188;239;780.070861816406;239;795.717590332031;239;0.0;239;2006.61791992188;239;2018.22924804688;239;2002.0849609375;239;1986.40051269531;239;0.0;239;1996.09265136719;239;1986.97912597656;239;1997.7255859375;239;2013.88891601563;239;0.0;239;1985.8759765625;239;1969.6181640625;239;1985.36401367188;239;1986.40051269531;239;0.0;239;3190.337890625;239;3212.673828125;239;3182.45141601563;239;3161.1689453125;239;0.0;239;3203.84350585938;239;3196.1806640625;239;3205.6337890625;239;3227.71997070313;239;0.0;239;3199.74340820313;239;3184.89575195313;239;3196.35424804688;239;3161.1689453125;239;0.0;239;3596.55078125;239;3618.92358398438;239;3588.62255859375;239;3560.474609375;239;0.0;239;3569.369140625;239;3560.763671875;239;3570.25708007813;239;3598.09033203125;239;0.0;239;3600.89233398438;239;3584.201171875;239;3597.89184570313;239;3560.474609375;239;0.0;239;3956.77734375;239;4033.85424804688;239;3955.66479492188;239;3936.63208007813;239;0.0;239;4031.64819335938;239;4024.3056640625;239;3984.31005859375;239;4052.37255859375;239;0.0;239;4003.67041015625;239;4001.73608398438;239;4377.8779296875;239;3936.63208007813;239;0.0;239;4809.54443359375;239;4838.54150390625;239;4795.0927734375;239;4762.7314453125;239;0.0;239;4812.916015625;239;4801.21533203125;239;4797.69873046875;239;5062.21044921875;239;0.0;239;4779.6259765625;239;4769.09716796875;239;5133.7734375;239;4762.7314453125;239;0.0
240;202.79508972168;240;202.256958007813;240;202.755813598633;240;195.3125;240;0.0;240;212.969177246094;240;206.597213745117;240;213.633666992188;240;215.567123413086;240;0.0;240;204.938995361328;240;190.104156494141;240;205.341018676758;240;195.3125;240;0.0;240;803.004821777344;240;799.479187011719;240;801.575500488281;240;795.717590332031;240;0.0;240;778.055847167969;240;764.756958007813;240;799.9736328125;240;788.483764648438;240;0.0;240;804.054809570313;240;750.868041992188;240;807.500610351563;240;795.717590332031;240;0.0;240;2007.28894042969;240;2018.22924804688;240;2002.8076171875;240;1986.40051269531;240;0.0;240;1996.1298828125;240;1986.97912597656;240;1998.42919921875;240;2013.88891601563;240;0.0;240;1986.50280761719;240;1969.6181640625;240;1985.38171386719;240;1986.40051269531;240;0.0;240;3190.8291015625;240;3212.673828125;240;3183.38745117188;240;3161.1689453125;240;0.0;240;3203.81030273438;240;3196.1806640625;240;3206.88671875;240;3227.71997070313;240;0.0;240;3199.74340820313;240;3184.89575195313;240;3197.4267578125;240;3161.1689453125;240;0.0;240;3595.38110351563;240;3620.65966796875;240;3588.62255859375;240;3559.02783203125;240;0.0;240;3569.09008789063;240;3560.763671875;240;3569.23706054688;240;3596.6435546875;240;0.0;240;3599.81127929688;240;3587.673828125;240;3596.81860351563;240;3559.02783203125;240;0.0;240;4006.12158203125;240;4033.85424804688;240;3990.26928710938;240;3967.01391601563;240;0.0;240;4032.20092773438;240;4025.17358398438;240;3984.31005859375;240;4062.5;240;0.0;240;3997.2626953125;240;4001.73608398438;240;4377.8779296875;240;3967.01391601563;240;0.0;240;4808.5703125;240;4839.40966796875;240;4795.0927734375;240;4756.9443359375;240;0.0;240;4808.92431640625;240;4802.08349609375;240;4797.69873046875;240;5737.84716796875;240;0.0;240;4778.0830078125;240;4769.09716796875;240;5133.7734375;240;4756.9443359375;240;0.0
241;202.690444946289;241;201.388885498047;241;202.675582885742;241;196.759246826172;241;0.0;241;212.962554931641;241;206.597213745117;241;213.649383544922;241;218.460647583008;241;0.0;241;204.937789916992;241;190.972229003906;241;205.327270507813;241;196.759246826172;241;0.0;241;802.766967773438;241;800.347229003906;241;801.346557617188;241;795.717590332031;241;0.0;241;777.880798339844;241;764.756958007813;241;843.897155761719;241;789.930541992188;241;0.0;241;820.45947265625;241;750.868041992188;241;821.633666992188;241;795.717590332031;241;0.0;241;2006.73669433594;241;2018.22924804688;241;2002.05322265625;241;1986.40051269531;241;0.0;241;1996.41442871094;241;1986.97912597656;241;1997.31860351563;241;2015.33569335938;241;0.0;241;1986.44213867188;241;1968.75;241;1985.75500488281;241;1986.40051269531;241;0.0;241;3191.71264648438;241;3212.673828125;241;3184.50561523438;241;3161.1689453125;241;0.0;241;3203.81030273438;241;3195.3125;241;3205.89501953125;241;3227.71997070313;241;0.0;241;3200.24365234375;241;3184.89575195313;241;3197.65087890625;241;3161.1689453125;241;0.0;241;3594.41625976563;241;3618.0556640625;241;3586.53833007813;241;3559.02783203125;241;0.0;241;3568.70361328125;241;3559.89575195313;241;3571.19580078125;241;3596.6435546875;241;0.0;241;3599.35180664063;241;3586.80541992188;241;3596.07006835938;241;3559.02783203125;241;0.0;241;4006.12158203125;241;4034.72216796875;241;3998.5634765625;241;3967.01391601563;241;0.0;241;4032.7333984375;241;4025.17358398438;241;3972.44653320313;241;4062.5;241;0.0;241;3997.48583984375;241;4002.60400390625;241;4375.94921875;241;3967.01391601563;241;0.0;241;4805.1572265625;241;4838.54150390625;241;4790.56494140625;241;4756.9443359375;241;0.0;241;4808.92431640625;241;4801.21533203125;241;4796.9306640625;241;5737.84716796875;241;0.0;241;4779.01806640625;241;4769.96533203125;241;5139.80615234375;241;4756.9443359375;241;0.0
242;202.745697021484;242;202.256958007813;242;202.711624145508;242;196.759246826172;242;0.0;242;212.975814819336;242;206.597213745117;242;213.62841796875;242;218.460647583008;242;0.0;242;204.959915161133;242;190.104156494141;242;205.368896484375;242;196.759246826172;242;0.0;242;802.896362304688;242;803.819396972656;242;801.480651855469;242;795.717590332031;242;0.0;242;778.998840332031;242;776.909729003906;242;848.466430664063;242;789.930541992188;242;0.0;242;823.046508789063;242;782.986083984375;242;823.0546875;242;795.717590332031;242;0.0;242;2006.56127929688;242;2019.09716796875;242;2001.9404296875;242;1986.40051269531;242;0.0;242;1996.73376464844;242;1987.84716796875;242;1998.1416015625;242;2013.88891601563;242;0.0;242;1986.43298339844;242;1969.6181640625;242;1985.60559082031;242;1986.40051269531;242;0.0;242;3192.11767578125;242;3214.40966796875;242;3183.50952148438;242;3161.1689453125;242;0.0;242;3205.56420898438;242;3198.78466796875;242;3205.89501953125;242;3227.71997070313;242;0.0;242;3200.90307617188;242;3185.763671875;242;3197.65087890625;242;3161.1689453125;242;0.0;242;3595.4052734375;242;3617.1875;242;3588.41430664063;242;3559.02783203125;242;0.0;242;3568.30639648438;242;3559.02783203125;242;3604.70190429688;242;3595.19702148438;242;0.0;242;3603.86059570313;242;3585.9375;242;3602.86938476563;242;3559.02783203125;242;0.0;242;4006.9736328125;242;4019.96533203125;242;3999.09204101563;242;3967.01391601563;242;0.0;242;3999.48852539063;242;3962.673828125;242;3972.44653320313;242;4061.05297851563;242;0.0;242;3998.84692382813;242;3985.24291992188;242;4375.94921875;242;3967.01391601563;242;0.0;242;4805.22607421875;242;4838.54150390625;242;4791.6943359375;242;4756.9443359375;242;0.0;242;4809.4384765625;242;4802.08349609375;242;4797.537109375;242;5046.2958984375;242;0.0;242;4780.24169921875;242;4768.22900390625;242;5140.9814453125;242;4756.9443359375;242;0.0
243;202.796157836914;243;201.388885498047;243;202.783767700195;243;196.759246826172;243;0.0;243;212.981628417969;243;206.597213745117;243;213.68879699707;243;218.460647583008;243;0.0;243;204.972915649414;243;190.972229003906;243;205.379943847656;243;196.759246826172;243;0.0;243;802.95947265625;243;818.576416015625;243;801.556701660156;243;794.270874023438;243;0.0;243;792.396728515625;243;833.333374023438;243;848.121765136719;243;795.717590332031;243;0.0;243;822.806396484375;243;801.215270996094;243;822.917114257813;243;794.270874023438;243;0.0;243;2006.90148925781;243;2018.22924804688;243;2002.32531738281;243;1987.84729003906;243;0.0;243;1996.93774414063;243;1987.84716796875;243;1998.26416015625;243;2015.33569335938;243;0.0;243;1986.61267089844;243;1969.6181640625;243;1985.67370605469;243;1987.84729003906;243;0.0;243;3192.11767578125;243;3214.40966796875;243;3184.6513671875;243;3161.1689453125;243;0.0;243;3205.56420898438;243;3197.91674804688;243;3207.45776367188;243;3227.71997070313;243;0.0;243;3201.05908203125;243;3186.63208007813;243;3198.63696289063;243;3161.1689453125;243;0.0;243;3595.78540039063;243;3618.0556640625;243;3587.57055664063;243;3559.02783203125;243;0.0;243;3567.30712890625;243;3559.02783203125;243;3609.56372070313;243;3595.19702148438;243;0.0;243;3608.5322265625;243;3585.9375;243;3605.51733398438;243;3559.02783203125;243;0.0;243;4007.28979492188;243;4019.09716796875;243;3998.84643554688;243;3967.01391601563;243;0.0;243;3971.1611328125;243;3962.673828125;243;3973.04833984375;243;4061.05297851563;243;0.0;243;3999.32983398438;243;3986.111328125;243;4377.73876953125;243;3967.01391601563;243;0.0;243;4805.22607421875;243;4837.673828125;243;4791.6943359375;243;4756.9443359375;243;0.0;243;4808.06005859375;243;4801.21533203125;243;4798.48388671875;243;5046.2958984375;243;0.0;243;4780.06787109375;243;4768.22900390625;243;5140.84375;243;4756.9443359375;243;0.0
244;202.726058959961;244;202.256958007813;244;202.693130493164;244;196.759246826172;244;0.0;244;212.991165161133;244;206.597213745117;244;213.68879699707;244;218.460647583008;244;0.0;244;204.978240966797;244;190.972229003906;244;205.379943847656;244;196.759246826172;244;0.0;244;803.461791992188;244;818.576416015625;244;802.463073730469;244;794.270874023438;244;0.0;244;839.6337890625;244;835.9375;244;848.204345703125;244;795.717590332031;244;0.0;244;822.984069824219;244;802.083312988281;244;823.059448242188;244;794.270874023438;244;0.0;244;2007.30505371094;244;2018.22924804688;244;2002.73059082031;244;1987.84729003906;244;0.0;244;1996.53784179688;244;1986.97912597656;244;1997.8994140625;244;2013.88891601563;244;0.0;244;1986.4814453125;244;1970.48608398438;244;1985.4208984375;244;1987.84729003906;244;0.0;244;3192.68383789063;244;3214.40966796875;244;3184.6796875;244;3161.1689453125;244;0.0;244;3204.8291015625;244;3197.04858398438;244;3207.45776367188;244;3230.61352539063;244;0.0;244;3200.34252929688;244;3186.63208007813;244;3198.63696289063;244;3161.1689453125;244;0.0;244;3595.28442382813;244;3626.73608398438;244;3587.3759765625;244;3559.02783203125;244;0.0;244;3566.74829101563;244;3580.72900390625;244;3610.34130859375;244;3595.19702148438;244;0.0;244;3609.71142578125;244;3588.54174804688;244;3606.55297851563;244;3559.02783203125;244;0.0;244;4001.15014648438;244;4019.96533203125;244;3989.1416015625;244;3955.43994140625;244;0.0;244;3970.79663085938;244;3963.54174804688;244;3973.36938476563;244;4006.07641601563;244;0.0;244;4000.41186523438;244;3987.84716796875;244;4379.0322265625;244;3955.43994140625;244;0.0;244;4804.63330078125;244;4839.40966796875;244;4790.828125;244;4756.9443359375;244;0.0;244;4808.33056640625;244;4802.08349609375;244;4798.7744140625;244;5046.2958984375;244;0.0;244;4781.0576171875;244;4769.96533203125;244;5142.64306640625;244;4756.9443359375;244;0.0
245;202.719573974609;245;202.256958007813;245;202.672348022461;245;196.759246826172;245;0.0;245;212.982467651367;245;206.597213745117;245;213.718963623047;245;218.460647583008;245;0.0;245;204.978240966797;245;190.972229003906;245;205.386779785156;245;196.759246826172;245;0.0;245;807.968017578125;245;818.576416015625;245;808.171325683594;245;810.185119628906;245;0.0;245;847.37451171875;245;835.9375;245;848.047668457031;245;856.481506347656;245;0.0;245;822.906005859375;245;802.083312988281;245;822.855712890625;245;810.185119628906;245;0.0;245;2007.13757324219;245;2019.09716796875;245;2002.23352050781;245;1986.40051269531;245;0.0;245;1996.96154785156;245;1987.84716796875;245;1997.9658203125;245;2016.78247070313;245;0.0;245;1986.24963378906;245;1969.6181640625;245;1985.337890625;245;1986.40051269531;245;0.0;245;3192.68383789063;245;3215.27758789063;245;3185.69213867188;245;3161.1689453125;245;0.0;245;3205.74829101563;245;3198.78466796875;245;3209.919921875;245;3229.16650390625;245;0.0;245;3201.49243164063;245;3187.5;245;3199.20239257813;245;3161.1689453125;245;0.0;245;3594.41625976563;245;3629.34033203125;245;3586.64086914063;245;3559.02783203125;245;0.0;245;3596.30126953125;245;3599.82641601563;245;3610.71704101563;245;3595.19702148438;245;0.0;245;3610.48657226563;245;3595.48608398438;245;3607.40649414063;245;3559.02783203125;245;0.0;245;3992.20581054688;245;4020.83325195313;245;3989.1416015625;245;3955.43994140625;245;0.0;245;3971.51782226563;245;3962.673828125;245;3972.69360351563;245;4006.07641601563;245;0.0;245;4000.1083984375;245;3986.97924804688;245;4378.56494140625;245;3955.43994140625;245;0.0;245;4804.009765625;245;4840.27783203125;245;4790.828125;245;4756.9443359375;245;0.0;245;4809.66748046875;245;4802.951171875;245;4799.11572265625;245;5046.2958984375;245;0.0;245;4783.3330078125;245;4768.22900390625;245;5138.53466796875;245;4756.9443359375;245;0.0
246;202.703277587891;246;202.256958007813;246;202.678649902344;246;196.759246826172;246;0.0;246;213.030120849609;246;206.597213745117;246;213.740249633789;246;218.460647583008;246;0.0;246;205.036010742188;246;190.104156494141;246;205.436798095703;246;196.759246826172;246;0.0;246;819.518859863281;246;817.708312988281;246;818.704162597656;246;810.185119628906;246;0.0;246;847.087219238281;246;835.069458007813;246;848.262329101563;246;856.481506347656;246;0.0;246;822.906005859375;246;802.083312988281;246;822.948181152344;246;810.185119628906;246;0.0;246;2006.44897460938;246;2018.22924804688;246;2001.69616699219;246;1986.40051269531;246;0.0;246;1997.3525390625;246;1987.84716796875;246;1985.86828613281;246;2016.78247070313;246;0.0;246;1983.91394042969;246;1969.6181640625;246;1982.15759277344;246;1986.40051269531;246;0.0;246;3192.41088867188;246;3214.40966796875;246;3185.50415039063;246;3162.61547851563;246;0.0;246;3206.1630859375;246;3198.78466796875;246;3209.69555664063;246;3229.16650390625;246;0.0;246;3201.29467773438;246;3187.5;246;3199.0048828125;246;3162.61547851563;246;0.0;246;3595.1650390625;246;3628.47241210938;246;3588.927734375;246;3569.15502929688;246;0.0;246;3607.34375;246;3599.82641601563;246;3610.27954101563;246;3622.68505859375;246;0.0;246;3610.16259765625;246;3596.35424804688;246;3606.99682617188;246;3569.15502929688;246;0.0;246;3991.5888671875;246;4019.09716796875;246;3984.0693359375;246;3951.099609375;246;0.0;246;3971.71533203125;246;3963.54174804688;246;3972.84643554688;246;4312.78955078125;246;0.0;246;3999.90795898438;246;3988.71508789063;246;4378.3037109375;246;3951.099609375;246;0.0;246;4804.71875;246;4839.40966796875;246;4791.75634765625;246;4756.9443359375;246;0.0;246;4809.31884765625;246;4803.8193359375;246;4800.75390625;246;5047.7431640625;246;0.0;246;4783.85400390625;246;4770.83349609375;246;5137.11767578125;246;4756.9443359375;246;0.0
247;202.777725219727;247;202.256958007813;247;202.770584106445;247;196.759246826172;247;0.0;247;213.066955566406;247;206.597213745117;247;213.740249633789;247;218.460647583008;247;0.0;247;205.036010742188;247;190.104156494141;247;205.436798095703;247;196.759246826172;247;0.0;247;820.871948242188;247;817.708312988281;247;819.462768554688;247;810.185119628906;247;0.0;247;847.060119628906;247;835.069458007813;247;847.869445800781;247;862.268493652344;247;0.0;247;822.704772949219;247;801.215270996094;247;822.975402832031;247;810.185119628906;247;0.0;247;2006.92932128906;247;2017.36108398438;247;2002.40783691406;247;1986.40051269531;247;0.0;247;1996.84692382813;247;1987.84716796875;247;1979.90197753906;247;2013.88891601563;247;0.0;247;1980.70434570313;247;1969.6181640625;247;1979.40197753906;247;1986.40051269531;247;0.0;247;3193.97802734375;247;3215.27758789063;247;3185.50415039063;247;3162.61547851563;247;0.0;247;3207.05419921875;247;3200.52075195313;247;3209.46313476563;247;3230.61352539063;247;0.0;247;3200.65087890625;247;3187.5;247;3198.09741210938;247;3162.61547851563;247;0.0;247;3606.28198242188;247;3628.47241210938;247;3599.41015625;247;3569.15502929688;247;0.0;247;3608.08984375;247;3600.6943359375;247;3610.77612304688;247;3622.68505859375;247;0.0;247;3610.83935546875;247;3597.22216796875;247;3607.9697265625;247;3569.15502929688;247;0.0;247;3992.7548828125;247;4019.09716796875;247;3984.0693359375;247;3951.099609375;247;0.0;247;3972.09887695313;247;3963.54174804688;247;3971.7900390625;247;4312.78955078125;247;0.0;247;3999.15942382813;247;3989.58349609375;247;4377.8818359375;247;3951.099609375;247;0.0;247;4806.20849609375;247;4840.27783203125;247;4792.70263671875;247;4756.9443359375;247;0.0;247;4810.22607421875;247;4803.8193359375;247;4800.298828125;247;5047.7431640625;247;0.0;247;4784.97705078125;247;4773.4375;247;5138.06982421875;247;4756.9443359375;247;0.0
248;202.718353271484;248;202.256958007813;248;202.736465454102;248;196.759246826172;248;0.0;248;213.066955566406;248;206.597213745117;248;213.739608764648;248;218.460647583008;248;0.0;248;205.030151367188;248;190.972229003906;248;205.412826538086;248;196.759246826172;248;0.0;248;820.830139160156;248;817.708312988281;248;819.4306640625;248;810.185119628906;248;0.0;248;847.034423828125;248;835.9375;248;848.006591796875;248;862.268493652344;248;0.0;248;822.704772949219;248;802.083312988281;248;822.701782226563;248;810.185119628906;248;0.0;248;2007.29846191406;248;1989.58325195313;248;2002.49963378906;248;1986.40051269531;248;0.0;248;1996.94250488281;248;1977.43054199219;248;1979.56323242188;248;2013.88891601563;248;0.0;248;1979.57958984375;248;1967.8818359375;248;1978.51733398438;248;1986.40051269531;248;0.0;248;3192.84375;248;3216.14599609375;248;3185.84838867188;248;3162.61547851563;248;0.0;248;3208.67822265625;248;3200.52075195313;248;3209.388671875;248;3230.61352539063;248;0.0;248;3199.85791015625;248;3187.5;248;3197.54223632813;248;3162.61547851563;248;0.0;248;3606.31665039063;248;3627.60400390625;248;3598.626953125;248;3572.04858398438;248;0.0;248;3608.72265625;248;3600.6943359375;248;3612.193359375;248;3635.7060546875;248;0.0;248;3612.1533203125;248;3596.35424804688;248;3609.38940429688;248;3572.04858398438;248;0.0;248;3992.4072265625;248;4019.96533203125;248;3984.37768554688;248;3953.99291992188;248;0.0;248;3971.41577148438;248;3963.54174804688;248;3972.15942382813;248;4006.07641601563;248;0.0;248;3999.509765625;248;3987.84716796875;248;4378.04443359375;248;3953.99291992188;248;0.0;248;4805.45458984375;248;4840.27783203125;248;4792.03662109375;248;4758.39111328125;248;0.0;248;4810.7412109375;248;4804.6875;248;4798.0283203125;248;5049.18994140625;248;0.0;248;4784.1123046875;248;4772.5693359375;248;5139.70751953125;248;4758.39111328125;248;0.0
249;202.754486083984;249;202.256958007813;249;202.736465454102;249;195.3125;249;0.0;249;213.08708190918;249;206.597213745117;249;213.739608764648;249;218.460647583008;249;0.0;249;205.077728271484;249;190.972229003906;249;205.412826538086;249;195.3125;249;0.0;249;820.567932128906;249;817.708312988281;249;819.080139160156;249;810.185119628906;249;0.0;249;847.034423828125;249;835.9375;249;848.097229003906;249;862.268493652344;249;0.0;249;822.782592773438;249;802.083312988281;249;822.815612792969;249;810.185119628906;249;0.0;249;2006.44787597656;249;1967.8818359375;249;2001.58020019531;249;1973.37976074219;249;0.0;249;1987.45849609375;249;1968.75;249;1980.01708984375;249;2009.54858398438;249;0.0;249;1979.7373046875;249;1964.40966796875;249;1979.03002929688;249;1973.37976074219;249;0.0;249;3193.14331054688;249;3215.27758789063;249;3185.84838867188;249;3162.61547851563;249;0.0;249;3208.40576171875;249;3201.38891601563;249;3208.75;249;3234.95361328125;249;0.0;249;3199.60693359375;249;3188.36791992188;249;3197.30786132813;249;3162.61547851563;249;0.0;249;3606.64453125;249;3627.60400390625;249;3599.265625;249;3572.04858398438;249;0.0;249;3608.33422851563;249;3600.6943359375;249;3612.01049804688;249;3635.7060546875;249;0.0;249;3612.78955078125;249;3597.22216796875;249;3609.9248046875;249;3572.04858398438;249;0.0;249;3992.58081054688;249;4018.22924804688;249;3984.46484375;249;3953.99291992188;249;0.0;249;3971.5576171875;249;3963.54174804688;249;3972.60766601563;249;4006.07641601563;249;0.0;249;4000.86010742188;249;3987.84716796875;249;4378.94384765625;249;3953.99291992188;249;0.0;249;4806.43505859375;249;4841.14599609375;249;4792.20849609375;249;4758.39111328125;249;0.0;249;4811.73291015625;249;4806.423828125;249;4798.6630859375;249;5049.18994140625;249;0.0;249;4783.0283203125;249;4774.3056640625;249;5140.3955078125;249;4758.39111328125;249;0.0
